item_id,store_id,cat_id,avg_daily_demand,std_demand,avg_price,total_sales,safety_stock,reorder_point,order_quantity,monthly_revenue,projected_annual_value,value_segment,cumulative_pct,abc_class,stockout_risk_score,days_until_reorder,priority
FOODS_3_801,CA_1,FOODS,3.0964636966559342,1.817910495450564,1.0,59,8.0,30.0,93.0,92.89,1076.75,Low,30.032797638570024,B,0.34,10.0,Soon
FOODS_3_655,CA_1,FOODS,2.905963744771903,2.2637538239177424,2.022553191489362,57,10.0,30.0,87.0,176.32,2214.7,Low,12.981305346015088,A,0.26,10.0,Soon
FOODS_3_819,TX_2,FOODS,2.8935152159083626,2.315193430934132,1.8946666666666667,65,10.0,30.0,87.0,164.47,2043.23,Low,14.417841915382091,A,0.26,10.0,Soon
HOUSEHOLD_1_114,CA_1,HOUSEHOLD,3.491628441229694,1.2968942698904076,0.97,66,6.0,30.0,105.0,101.61,1112.73,Low,28.9931124959003,B,0.5,9.0,Soon
FOODS_3_389,CA_4,FOODS,3.722793142965605,1.019871642354077,1.5956028368794326,56,4.0,30.0,112.0,178.2,1811.9,Low,16.70383732371269,A,0.74,8.0,Soon
FOODS_2_036,WI_2,FOODS,2.8526839483897675,2.28381686503605,3.460569395017794,69,10.0,30.0,86.0,296.16,5447.15,Medium,3.2469662184322727,A,0.26,10.0,Soon
FOODS_3_113,TX_3,FOODS,3.181874293768385,1.864839566955612,1.1627659574468083,47,8.0,30.0,95.0,110.99,1108.18,Low,29.121023286323386,B,0.35,9.0,Soon
FOODS_2_384,WI_3,FOODS,2.8748640490092887,2.208192003363864,2.229645390070922,62,10.0,30.0,86.0,192.3,2968.05,Low,8.632338471630042,A,0.26,10.0,Soon
FOODS_1_086,CA_2,FOODS,3.341030004717996,1.5993611859192458,1.684113475177305,72,7.0,30.0,100.0,168.8,2329.39,Low,12.167923909478516,A,0.42,9.0,Soon
HOUSEHOLD_1_393,WI_3,HOUSEHOLD,3.1885263727450104,1.917630099304576,1.98,85,8.0,30.0,96.0,189.4,3233.13,Low,7.6156116759593315,A,0.35,9.0,Soon
FOODS_1_139,WI_2,FOODS,3.092383960362504,1.7859658731566153,0.98,23,8.0,30.0,93.0,90.92,747.92,Low,41.2856674319449,B,0.34,10.0,Soon
FOODS_3_756,WI_2,FOODS,3.164248752965104,1.9433376061361765,2.627517730496454,64,8.0,30.0,95.0,249.42,4384.2,Low,4.686782551656281,A,0.35,9.0,Soon
FOODS_1_055,WI_3,FOODS,2.8555950206780234,2.2427328810122207,3.785531914893617,75,10.0,30.0,86.0,324.3,4934.71,Low,3.8832404066907182,A,0.26,10.0,Soon
HOUSEHOLD_1_399,TX_1,HOUSEHOLD,3.242952505504529,1.586466384485738,1.0331640625,93,7.0,30.0,97.0,100.52,1594.13,Low,19.675303378156773,A,0.41,9.0,Soon
FOODS_3_133,TX_3,FOODS,3.5760694781494258,1.185127920363546,0.8058865248226951,54,5.0,30.0,107.0,86.46,882.45,Low,36.1364381764513,B,0.6,8.0,Soon
FOODS_3_688,WI_3,FOODS,2.889498764091991,2.3128371670090955,1.8695652173913044,36,10.0,30.0,87.0,162.06,2047.17,Low,14.38504427681207,A,0.26,10.0,Soon
FOODS_2_371,TX_3,FOODS,3.5324246507154147,1.1606962061626962,1.848652482269504,91,5.0,30.0,106.0,195.91,2791.05,Low,9.383404394883568,A,0.59,8.0,Soon
HOUSEHOLD_1_447,WI_1,HOUSEHOLD,3.0285713575941062,2.1484179169730497,0.9782938388625592,50,9.0,30.0,91.0,88.88,1115.87,Low,28.924237454903245,B,0.3,10.0,Soon
FOODS_3_459,CA_3,FOODS,3.262420599283728,1.6956477742295444,1.871189427312776,53,7.0,30.0,98.0,183.14,2585.58,Low,10.537881272548375,A,0.41,9.0,Soon
FOODS_3_473,TX_3,FOODS,3.402916267392155,1.3843887066287692,3.862624113475177,52,6.0,30.0,102.0,394.33,7331.26,Medium,1.8629058707773043,A,0.49,9.0,Soon
HOUSEHOLD_1_198,WI_1,HOUSEHOLD,3.59587723488989,1.227658209560864,0.9772340425531916,43,5.0,30.0,108.0,105.42,1022.51,Low,31.643161692358152,B,0.6,8.0,Soon
FOODS_1_032,TX_1,FOODS,3.271802564599983,1.5880362681033218,0.9660283687943264,55,7.0,30.0,98.0,94.82,1020.69,Low,31.695637914070183,B,0.41,9.0,Soon
HOUSEHOLD_1_339,WI_1,HOUSEHOLD,3.118852975793642,1.831332981370672,0.9782439024390244,33,8.0,30.0,94.0,91.53,981.91,Low,32.892751721876024,B,0.35,10.0,Soon
FOODS_3_076,TX_3,FOODS,3.118451790387403,1.8612790383678337,1.0974468085106384,45,8.0,30.0,94.0,102.67,1126.6,Low,28.681534929485075,B,0.35,10.0,Soon
HOUSEHOLD_1_114,CA_2,HOUSEHOLD,3.4562288171784714,1.430369867234789,0.97,65,6.0,30.0,104.0,100.58,1211.22,Low,26.618563463430636,B,0.49,9.0,Soon
FOODS_3_660,TX_2,FOODS,3.3061302865396915,1.60952781423442,1.4552898550724638,37,7.0,30.0,99.0,144.34,1637.81,Low,19.02918989832732,A,0.41,9.0,Soon
FOODS_3_313,WI_2,FOODS,2.40251462418372,2.942484814738837,1.936823529411765,34,13.0,30.0,72.0,139.6,2670.66,Low,10.016398819285012,A,0.17,12.0,Soon
FOODS_3_054,WI_2,FOODS,2.95889707964481,1.9546484537239284,2.046490566037736,61,9.0,30.0,89.0,181.66,2680.3,Low,9.97376188914398,A,0.3,10.0,Soon
FOODS_3_410,CA_1,FOODS,3.07441049873228,1.7425499534473037,2.643262411347518,71,8.0,30.0,92.0,243.79,4029.42,Low,5.3952115447687765,A,0.34,10.0,Soon
FOODS_1_046,TX_3,FOODS,3.0999169492514778,1.944186343221766,0.9660283687943264,39,8.0,30.0,93.0,89.84,1057.8,Low,30.577238438832406,B,0.34,10.0,Soon
FOODS_3_131,WI_1,FOODS,3.0638336139896443,1.9671817934014089,1.0,39,9.0,30.0,92.0,91.92,1423.5,Low,22.36798950475566,B,0.31,10.0,Soon
FOODS_3_290,TX_2,FOODS,3.1422714920479344,1.8556220481543977,1.0,66,8.0,30.0,94.0,94.27,1204.5,Low,26.84158740570679,B,0.35,10.0,Soon
FOODS_3_127,CA_3,FOODS,3.542093305231889,1.2126776275291078,3.522198581560284,96,5.0,30.0,106.0,374.28,6856.55,Medium,2.105608396195474,A,0.59,8.0,Soon
HOUSEHOLD_1_387,WI_2,HOUSEHOLD,3.053087554577921,1.995420845155172,2.964184397163121,72,9.0,30.0,92.0,271.5,4868.67,Low,3.994752377828796,A,0.31,10.0,Soon
HOUSEHOLD_1_151,CA_4,HOUSEHOLD,3.531002208550724,1.225951373056501,0.9243181818181816,58,5.0,30.0,106.0,97.91,978.39,Low,33.010823220728106,B,0.59,8.0,Soon
FOODS_1_061,CA_3,FOODS,3.381825740852032,1.3590914340284492,2.162588652482269,85,6.0,30.0,101.0,219.4,3354.72,Low,7.19908166612004,A,0.48,9.0,Soon
HOUSEHOLD_1_414,CA_2,HOUSEHOLD,2.857876259829037,2.3254005263207347,0.9692576419213972,29,10.0,30.0,86.0,83.1,932.69,Low,34.49983601180715,B,0.26,10.0,Soon
HOUSEHOLD_1_411,CA_3,HOUSEHOLD,3.468538460979812,1.4369950251664656,3.1512867647058824,80,6.0,30.0,104.0,327.91,4600.88,Low,4.345687110528042,A,0.5,9.0,Soon
HOUSEHOLD_1_294,WI_2,HOUSEHOLD,3.1238221196830085,1.880356326890998,1.9912765957446803,83,8.0,30.0,94.0,186.61,3351.43,Low,7.212200721548048,A,0.35,10.0,Soon
HOUSEHOLD_1_506,TX_2,HOUSEHOLD,3.112207732056853,1.750623358807495,3.340354609929078,80,8.0,30.0,93.0,311.88,4876.92,Low,3.978353558543785,A,0.35,10.0,Soon
FOODS_3_695,CA_2,FOODS,3.022689139222316,2.152636963835862,4.011205673758866,75,9.0,30.0,91.0,363.74,6100.38,Medium,2.6434896687438503,A,0.3,10.0,Soon
HOBBIES_1_032,CA_4,HOBBIES,3.3229058622494487,1.561728073420906,0.564468085106383,78,7.0,30.0,100.0,56.27,945.32,Low,34.080026238110854,B,0.42,9.0,Soon
FOODS_3_106,CA_1,FOODS,3.0031126782964965,2.0807284808461524,1.0,44,9.0,30.0,90.0,90.09,1235.38,Low,26.080682190882253,B,0.3,10.0,Soon
HOUSEHOLD_1_535,CA_1,HOUSEHOLD,2.8764399896688824,2.1989771823473667,6.97,60,10.0,30.0,86.0,601.46,10903.07,Medium,0.8002623811085602,A,0.26,10.0,Soon
FOODS_3_503,CA_1,FOODS,3.000144871448416,1.9806198054416309,2.4431654676259,81,9.0,30.0,90.0,219.9,3140.53,Low,7.979665464086586,A,0.3,10.0,Soon
HOUSEHOLD_1_114,WI_2,HOUSEHOLD,3.429744818020523,1.423183621958605,0.97,56,6.0,30.0,103.0,99.81,1239.18,Low,25.9986880944572,B,0.49,9.0,Soon
FOODS_3_115,CA_3,FOODS,2.738918847776414,2.44130470307958,4.191560283687943,34,11.0,30.0,82.0,344.41,7431.04,Medium,1.8137094129222693,A,0.23,11.0,Soon
FOODS_3_475,TX_2,FOODS,3.150812131112464,1.939479500301488,1.0,50,8.0,30.0,95.0,94.52,1140.62,Low,28.30764184978681,B,0.35,9.0,Soon
FOODS_3_562,CA_3,FOODS,3.4796650861049465,1.3675821920013815,4.970425531914894,89,6.0,30.0,104.0,518.86,8498.12,Medium,1.4102984585109872,A,0.5,9.0,Soon
FOODS_3_406,CA_4,FOODS,3.4993938019564985,1.2950248811493978,0.8172340425531915,56,6.0,30.0,105.0,85.79,982.6,Low,32.866513611020004,B,0.5,9.0,Soon
FOODS_3_101,WI_1,FOODS,3.2594208888432386,1.676527524327884,1.0,51,7.0,30.0,98.0,97.78,1163.44,Low,27.82879632666448,B,0.41,9.0,Soon
FOODS_3_655,WI_3,FOODS,2.9484738708899685,1.985764961222738,2.022553191489362,58,9.0,30.0,88.0,178.9,2854.5,Low,9.101344703181372,A,0.29,10.0,Soon
FOODS_3_042,CA_4,FOODS,3.060912119283871,2.1794203129863514,1.6214342629482072,42,9.0,30.0,92.0,148.89,1775.47,Low,17.18596261069203,A,0.31,10.0,Soon
FOODS_3_321,CA_3,FOODS,3.472217646178877,1.3015682711126328,1.4048554913294795,68,6.0,30.0,104.0,146.34,1660.41,Low,18.770088553624134,A,0.5,9.0,Soon
FOODS_3_109,CA_4,FOODS,3.4139186246235664,1.4497214868350945,1.0,60,6.0,30.0,102.0,102.42,1216.67,Low,26.480813381436537,B,0.49,9.0,Soon
FOODS_3_508,TX_2,FOODS,2.689384860492336,2.529114631405899,1.0,20,11.0,30.0,81.0,80.68,1216.67,Low,26.48737290915054,B,0.22,11.0,Soon
HOBBIES_1_008,WI_2,HOBBIES,3.433981952885655,1.4440381262216044,0.4764539007092198,72,6.0,30.0,103.0,49.08,569.15,Low,49.92456543128895,B,0.49,9.0,Soon
HOUSEHOLD_1_439,CA_1,HOUSEHOLD,3.273297657667064,1.5978897303295192,0.9637588652482268,43,7.0,30.0,98.0,94.64,889.78,Low,35.8642177763201,B,0.41,9.0,Soon
FOODS_3_499,WI_3,FOODS,2.840575843486672,2.3029736788599413,2.506,82,10.0,30.0,85.0,213.55,3571.65,Low,6.523450311577567,A,0.26,11.0,Soon
HOBBIES_1_341,WI_2,HOBBIES,3.1126916546632235,1.8258598591450632,0.475886524822695,77,8.0,30.0,93.0,44.44,607.95,Low,47.7172843555264,B,0.35,10.0,Soon
HOUSEHOLD_1_072,CA_2,HOUSEHOLD,3.2437674332290656,1.60333398518363,8.001582733812949,82,7.0,30.0,97.0,778.66,14967.96,Medium,0.3902918989832732,A,0.41,9.0,Soon
FOODS_3_039,TX_2,FOODS,2.932864605951549,1.9694182294974176,4.025054945054944,61,9.0,30.0,88.0,354.15,5601.12,Medium,3.089537553296162,A,0.29,10.0,Soon
FOODS_2_031,WI_3,FOODS,2.36115274200606,3.02881963892908,2.022872340425532,31,13.0,30.0,71.0,143.29,1907.4,Low,15.723187930469006,A,0.17,13.0,Soon
FOODS_3_804,CA_1,FOODS,3.4018074870524755,1.4536935652153264,1.88,39,6.0,30.0,102.0,191.86,2058.6,Low,14.293210888816004,A,0.49,9.0,Soon
HOUSEHOLD_1_408,CA_3,HOUSEHOLD,3.0695554355187893,1.9848678811548035,5.536276595744681,73,9.0,30.0,92.0,509.82,8195.23,Medium,1.495572318793047,A,0.31,10.0,Soon
HOUSEHOLD_1_292,CA_3,HOUSEHOLD,2.946867662927552,1.9850399371838647,6.620350877192982,55,9.0,30.0,88.0,585.28,8306.47,Medium,1.4693342079370284,A,0.29,10.0,Soon
FOODS_3_258,WI_2,FOODS,3.160970042319425,1.8748760393690809,1.3931380753138074,34,8.0,30.0,95.0,132.11,1571.71,Low,20.013119055428007,B,0.35,9.0,Soon
HOBBIES_1_067,CA_4,HOBBIES,3.1045364358849,1.7564435313319158,0.5648581560283688,95,8.0,30.0,93.0,52.61,1030.87,Low,31.37422105608396,B,0.34,10.0,Soon
FOODS_3_638,WI_2,FOODS,2.907399838773344,2.280401229561712,1.4667613636363634,40,10.0,30.0,87.0,127.93,1784.56,Low,17.064611347982943,A,0.26,10.0,Soon
FOODS_3_156,CA_1,FOODS,3.087031795979577,1.7986932630916626,3.8636879432624105,73,8.0,30.0,93.0,357.82,6055.76,Medium,2.6762873073138733,A,0.34,10.0,Soon
HOUSEHOLD_1_409,WI_1,HOUSEHOLD,2.7455672134548785,2.499819085963501,2.961393034825871,74,11.0,30.0,82.0,243.92,4209.85,Low,4.998360118071499,A,0.23,11.0,Soon
HOBBIES_1_254,TX_2,HOBBIES,3.327166899957716,1.508332664141519,0.7050354609929078,86,7.0,30.0,100.0,70.37,1164.79,Low,27.789439160380454,B,0.42,9.0,Soon
FOODS_3_360,TX_1,FOODS,2.655237304606677,2.4760011129131985,2.1852482269503546,59,11.0,30.0,80.0,174.07,2614.41,Low,10.377172843555265,A,0.22,11.0,Soon
HOUSEHOLD_1_169,TX_1,HOUSEHOLD,2.931029538211916,1.9636140639000503,2.9647761194029854,45,9.0,30.0,88.0,260.7,4058.04,Low,5.309937684486718,A,0.29,10.0,Soon
FOODS_3_178,TX_1,FOODS,3.17551439512546,1.7710594237771828,1.661276595744681,78,8.0,30.0,95.0,158.26,2149.84,Low,13.519186618563465,A,0.35,9.0,Soon
FOODS_3_503,TX_3,FOODS,3.485052921280629,1.3056030210434526,2.442150537634409,96,6.0,30.0,105.0,255.33,4278.65,Low,4.890127910790423,A,0.5,9.0,Soon
HOUSEHOLD_1_416,WI_3,HOUSEHOLD,2.670312310963285,2.6100664764279338,3.592765957446809,33,11.0,30.0,80.0,287.81,4808.32,Low,4.066907182682847,A,0.22,11.0,Soon
HOBBIES_1_019,WI_1,HOBBIES,3.00120079151543,1.9996698041425744,0.468,43,9.0,30.0,90.0,42.14,667.75,Low,44.78517546736635,B,0.3,10.0,Soon
HOBBIES_1_244,CA_2,HOBBIES,3.218436393779869,1.5328624503486057,0.4760283687943262,84,7.0,30.0,97.0,45.96,608.13,Low,47.7074450639554,B,0.4,9.0,Soon
FOODS_3_784,WI_3,FOODS,3.1641564581030006,1.9285929793153624,1.3232624113475175,43,8.0,30.0,95.0,125.61,1221.68,Low,26.33978353558544,B,0.35,9.0,Soon
FOODS_1_094,CA_3,FOODS,3.04288127198678,2.154021215128426,3.29,55,9.0,30.0,91.0,300.33,4127.92,Low,5.17218760249262,A,0.3,10.0,Soon
HOUSEHOLD_1_019,WI_1,HOUSEHOLD,2.9019976534188907,2.017848895677285,0.9782938388625592,21,9.0,29.0,87.0,85.17,1249.77,Low,25.75926533289603,B,0.29,10.0,Soon
FOODS_3_503,WI_3,FOODS,3.246305165074409,1.4671391559378202,2.442150537634409,70,6.0,29.0,97.0,237.84,3899.81,Low,5.667431944899967,A,0.46,9.0,Soon
HOBBIES_1_004,CA_3,HOBBIES,2.990795661246642,1.7808235245593729,4.52576512455516,87,8.0,29.0,90.0,406.07,7984.2,Medium,1.590685470646113,A,0.33,10.0,Soon
FOODS_3_546,TX_3,FOODS,2.5540758817898284,2.4329421945024983,5.978262411347518,44,11.0,29.0,77.0,458.07,8000.91,Medium,1.5808461790751065,A,0.21,11.0,Soon
FOODS_3_792,CA_1,FOODS,3.344586170359574,1.4741421709994151,1.0,52,6.0,29.0,100.0,100.34,1186.25,Low,27.27779599868809,B,0.48,9.0,Soon
FOODS_3_116,WI_3,FOODS,3.055157022831838,1.792864592082491,1.15985559566787,74,8.0,29.0,92.0,106.31,1491.8,Low,21.18727451623483,B,0.34,9.0,Soon
FOODS_3_594,CA_4,FOODS,3.0166887978540977,1.7910875918720752,1.0017021276595746,58,8.0,29.0,91.0,90.65,1009.81,Low,32.05641193834044,B,0.34,10.0,Soon
HOUSEHOLD_1_439,WI_1,HOUSEHOLD,3.335142402837036,1.3814548320312157,0.9638652482269504,43,6.0,29.0,100.0,96.44,1008.52,Low,32.08920957691046,B,0.48,9.0,Soon
FOODS_3_101,CA_1,FOODS,2.9473987756838524,1.844440717902728,1.0,32,8.0,29.0,88.0,88.42,973.33,Low,33.15513283043621,B,0.33,10.0,Soon
FOODS_3_530,CA_3,FOODS,2.9780960508600267,1.876129033090615,1.6386363636363637,49,8.0,29.0,89.0,146.4,1831.69,Low,16.477533617579535,A,0.33,10.0,Soon
FOODS_3_739,TX_2,FOODS,2.828639198114042,2.013680846225461,1.5,48,9.0,29.0,85.0,127.29,2021.54,Low,14.594949163660218,A,0.28,10.0,Soon
FOODS_3_347,TX_1,FOODS,2.471916481146936,2.688193268501855,1.917659574468085,26,12.0,29.0,74.0,142.21,2022.07,Low,14.58838963594621,A,0.19,12.0,Soon
HOUSEHOLD_1_243,CA_3,HOUSEHOLD,3.323908834941038,1.4631804021122816,1.97,83,6.0,29.0,100.0,196.44,3730.07,Low,6.1102000655952775,A,0.47,9.0,Soon
FOODS_2_257,WI_3,FOODS,3.121474872650358,1.7170441868466575,1.0,61,7.0,29.0,94.0,93.64,1236.94,Low,26.041325024598223,B,0.39,9.0,Soon
FOODS_3_461,TX_3,FOODS,3.0128645357060724,1.8256549410712029,1.4526241134751772,63,8.0,29.0,90.0,131.3,2226.87,Low,12.892751721876024,A,0.33,10.0,Soon
HOBBIES_1_233,CA_1,HOBBIES,3.073566501618064,1.5522940116166488,0.7063829787234042,55,7.0,29.0,92.0,65.13,1012.9,Low,31.951459494916367,B,0.38,9.0,Soon
HOUSEHOLD_1_410,CA_3,HOUSEHOLD,2.964746332080068,1.8166605049013087,4.114839857651245,48,8.0,29.0,89.0,365.98,5149.43,Medium,3.6044604788455232,A,0.33,10.0,Soon
HOUSEHOLD_1_096,TX_1,HOUSEHOLD,2.9611512335964933,1.7492047751127604,3.6398000000000006,75,8.0,29.0,89.0,323.34,4529.07,Low,4.483437192522138,A,0.33,10.0,Soon
HOBBIES_1_371,WI_2,HOBBIES,3.085559137043753,1.520834205802064,0.4759706959706958,78,7.0,29.0,93.0,44.06,677.54,Low,44.36864545752706,B,0.39,9.0,Soon
FOODS_3_227,CA_1,FOODS,3.412542645492265,1.1771099099114728,2.597375886524823,86,5.0,29.0,102.0,265.91,4529.53,Low,4.480157428665136,A,0.57,8.0,Soon
HOBBIES_1_256,TX_2,HOBBIES,3.0638900235407505,1.8094152875995064,0.4760283687943262,64,8.0,29.0,92.0,43.75,585.26,Low,49.02591013447032,B,0.34,9.0,Soon
FOODS_3_020,CA_1,FOODS,2.895247715330235,2.070983389017964,1.0495744680851065,54,9.0,29.0,87.0,91.16,1477.65,Low,21.420137750081995,B,0.29,10.0,Soon
HOUSEHOLD_1_083,WI_1,HOUSEHOLD,3.346225989123968,1.3399801724988114,0.9772340425531916,62,6.0,29.0,100.0,98.1,1105.74,Low,29.173499508035423,B,0.48,9.0,Soon
FOODS_2_380,WI_3,FOODS,2.635992730654429,2.6035674640219777,5.154601449275361,70,11.0,29.0,79.0,407.62,8780.0,Medium,1.3250245982289277,A,0.22,11.0,Soon
FOODS_2_299,CA_4,FOODS,3.041106566490309,1.838682764599624,2.023439716312057,71,8.0,29.0,91.0,184.6,2759.87,Low,9.547392587733682,A,0.34,10.0,Soon
FOODS_3_076,TX_2,FOODS,3.338964885141928,1.3768292892249565,1.0977659574468084,33,6.0,29.0,100.0,109.96,1469.18,Low,21.577566415218104,B,0.48,9.0,Soon
FOODS_3_215,TX_1,FOODS,2.8855334160563584,2.011861944972392,1.1241281138790036,31,9.0,29.0,87.0,97.31,847.97,Low,37.31715316497212,B,0.29,10.0,Soon
FOODS_2_325,CA_4,FOODS,3.14331690079982,1.669735174430572,1.1792519685039369,90,7.0,29.0,94.0,111.2,1489.94,Low,21.236470974089865,B,0.39,9.0,Soon
FOODS_3_258,TX_1,FOODS,2.9643576881391924,1.8455024289212416,1.7025833333333331,54,8.0,29.0,89.0,151.41,1974.0,Low,15.024598228927516,A,0.33,10.0,Soon
FOODS_3_407,TX_2,FOODS,3.035548031333044,1.7297724845467588,2.978085106382979,65,8.0,29.0,91.0,271.2,3925.28,Low,5.608396195473926,A,0.34,10.0,Soon
FOODS_2_255,TX_3,FOODS,2.5145269612512147,2.5827766746479126,1.990744680851064,52,11.0,29.0,75.0,150.17,2698.88,Low,9.878648737290916,A,0.21,11.0,Soon
HOUSEHOLD_1_427,CA_3,HOUSEHOLD,2.8595481940060425,2.0033086844550616,5.888853754940711,48,9.0,29.0,86.0,505.18,7936.36,Medium,1.613643817645129,A,0.29,10.0,Soon
HOUSEHOLD_1_517,TX_1,HOUSEHOLD,2.9643468437429377,1.886368894155396,0.9693854748603352,81,8.0,29.0,89.0,86.21,1194.16,Low,27.09412922269597,B,0.33,10.0,Soon
FOODS_3_769,CA_4,FOODS,3.1056873740750865,1.551213743041678,1.225373665480427,74,7.0,29.0,93.0,114.17,1654.87,Low,18.835683830764182,A,0.39,9.0,Soon
HOUSEHOLD_1_465,TX_2,HOUSEHOLD,2.907806386506812,2.029353400859009,0.968867924528302,68,9.0,29.0,87.0,84.52,1202.37,Low,26.88422433584782,B,0.29,10.0,Soon
HOUSEHOLD_1_399,WI_3,HOUSEHOLD,3.059990430811178,1.944256843595959,1.039921875,60,8.0,29.0,92.0,95.46,1339.66,Low,23.922597572974745,B,0.34,9.0,Soon
HOBBIES_1_043,TX_1,HOBBIES,3.2629949330990327,1.3406710825802923,0.7050354609929078,60,6.0,29.0,98.0,69.02,908.25,Low,35.24762217120367,B,0.47,9.0,Soon
FOODS_3_570,CA_4,FOODS,2.916123990240304,1.9804024132208893,1.7030125523012551,47,9.0,29.0,87.0,148.99,1947.68,Low,15.309937684486716,A,0.29,10.0,Soon
FOODS_3_087,TX_2,FOODS,2.6031380688283843,2.626633047542258,2.5059259259259257,56,11.0,29.0,78.0,195.7,3013.01,Low,8.435552640209904,A,0.22,11.0,Soon
FOODS_3_413,TX_1,FOODS,3.117606570773334,1.6000413259293296,1.0,53,7.0,29.0,94.0,93.53,1209.06,Low,26.66120039357166,B,0.39,9.0,Soon
FOODS_3_048,WI_2,FOODS,2.996711098622555,1.7860415586872709,1.5,56,8.0,29.0,90.0,134.85,2044.0,Low,14.408002623811086,A,0.33,10.0,Soon
FOODS_3_304,CA_3,FOODS,3.3677697806230644,1.1055765605117176,4.3456737588652485,60,5.0,29.0,101.0,439.06,7930.85,Medium,1.6234831092161364,A,0.56,9.0,Soon
FOODS_1_196,CA_2,FOODS,3.0591276297028385,1.819729069612519,1.9803191489361704,48,8.0,29.0,92.0,181.74,2478.23,Low,11.12823876680879,A,0.34,9.0,Soon
HOUSEHOLD_1_379,WI_3,HOUSEHOLD,3.036951645596619,1.7709975626854302,0.97,48,8.0,29.0,91.0,88.38,1062.15,Low,30.45916693998032,B,0.34,10.0,Soon
FOODS_2_282,WI_2,FOODS,2.995096210211787,1.9526371106910925,6.918894009216591,78,8.0,29.0,90.0,621.68,14070.07,Medium,0.4493276484093145,A,0.33,10.0,Soon
FOODS_3_120,TX_1,FOODS,2.1629223356046534,3.136842003400269,4.973392857142858,77,14.0,29.0,65.0,322.71,7765.4,Medium,1.6825188586421778,A,0.14,13.0,Soon
FOODS_3_195,TX_3,FOODS,2.9679113667813035,1.8495519915763576,2.639496402877698,58,8.0,29.0,89.0,235.01,3991.3,Low,5.460806821908823,A,0.33,10.0,Soon
FOODS_3_460,WI_2,FOODS,3.029136885518394,1.763677322354802,1.956595744680851,61,8.0,29.0,91.0,177.8,2562.56,Low,10.675631354542473,A,0.34,10.0,Soon
HOBBIES_1_244,CA_4,HOBBIES,3.1682769480288524,1.6597780684454169,0.4760283687943262,79,7.0,29.0,95.0,45.25,807.43,Low,38.884880288619215,B,0.4,9.0,Soon
FOODS_3_362,WI_1,FOODS,2.526166805882445,2.5251163600042603,2.505483870967742,45,11.0,29.0,76.0,189.88,3429.38,Low,6.95637914070187,A,0.21,11.0,Soon
FOODS_3_131,WI_2,FOODS,3.450654019730513,1.0917825025191694,1.0,71,5.0,29.0,104.0,103.52,1363.95,Low,23.486388979993443,B,0.58,8.0,Soon
HOBBIES_1_043,CA_2,HOBBIES,3.191476607562318,1.5959797793142616,0.7065248226950354,72,7.0,29.0,96.0,67.65,928.37,Low,34.63102656608724,B,0.4,9.0,Soon
FOODS_2_149,TX_2,FOODS,3.0314389624005664,1.947848733428612,7.043829787234043,61,8.0,29.0,91.0,640.59,9801.93,Medium,1.0265660872417186,A,0.34,10.0,Soon
HOBBIES_1_103,CA_2,HOBBIES,3.07446497665775,1.500514987320538,0.7064539007092199,54,7.0,29.0,92.0,65.16,870.26,Low,36.5759265332896,B,0.38,9.0,Soon
FOODS_3_718,WI_1,FOODS,3.238362837636759,1.450139822226398,1.3295390070921986,56,6.0,29.0,97.0,129.17,1598.58,Low,19.59330928173172,A,0.46,9.0,Soon
FOODS_3_578,WI_3,FOODS,2.7500194704597485,2.319431222053567,2.992124352331606,58,10.0,29.0,83.0,246.85,4872.56,Low,3.988192850114792,A,0.25,11.0,Soon
FOODS_3_071,CA_1,FOODS,2.8776921948241743,1.9584356270381773,1.34,28,9.0,29.0,86.0,115.68,978.2,Low,33.01410298458511,B,0.29,10.0,Soon
FOODS_1_108,CA_3,FOODS,2.972066226879206,1.8556503184843305,2.5,57,8.0,29.0,89.0,222.9,3467.5,Low,6.825188586421778,A,0.33,10.0,Soon
FOODS_3_678,CA_3,FOODS,3.0478700613952907,1.848792607286152,4.92296875,35,8.0,29.0,91.0,450.14,7861.37,Medium,1.6366021646441458,A,0.34,9.0,Soon
FOODS_1_096,TX_1,FOODS,3.035439141484132,1.9195681509399944,6.419609929078014,83,8.0,29.0,91.0,584.59,11440.12,Medium,0.7182682846835028,A,0.34,10.0,Soon
HOUSEHOLD_1_254,WI_3,HOUSEHOLD,3.015893487396222,1.7694896715939552,0.9756906077348066,52,8.0,29.0,90.0,88.28,925.93,Low,34.67366349622827,B,0.34,10.0,Soon
FOODS_3_546,TX_1,FOODS,3.086292229663264,1.7071340667506347,5.985319148936171,71,7.0,29.0,93.0,554.17,9124.09,Medium,1.2102328632338473,A,0.39,9.0,Soon
HOUSEHOLD_1_072,WI_1,HOUSEHOLD,2.9362281761703417,1.85064431403981,8.010070921985816,83,8.0,29.0,88.0,705.58,11555.48,Medium,0.7117087569694982,A,0.33,10.0,Soon
FOODS_3_809,WI_1,FOODS,3.166345307621241,1.6666685191245705,1.0,61,7.0,29.0,95.0,94.99,1171.84,Low,27.64184978681535,B,0.4,9.0,Soon
FOODS_3_692,WI_2,FOODS,3.430313218674471,1.0924713766960426,0.8188652482269504,32,5.0,29.0,103.0,84.27,637.62,Low,46.38897999344047,B,0.57,8.0,Soon
FOODS_3_434,CA_1,FOODS,2.9596524936013253,1.8293453117326544,2.842361623616236,70,8.0,29.0,89.0,252.37,3631.12,Low,6.37258117415546,A,0.33,10.0,Soon
